iter	Logloss
149	0.4256114502
150	0.4251178589
151	0.4244989624
152	0.4241989746
153	0.4235953369
154	0.4231903076
155	0.4227153931
156	0.4222883301
157	0.4219634094
158	0.4215109558
159	0.4210739746
160	0.4205574646
161	0.419981842
162	0.4195756531
163	0.4192107849
164	0.418858429
165	0.4184928589
166	0.41809729
167	0.4178181763
168	0.4168813782
169	0.4157324219
170	0.415041748
171	0.4146544495
172	0.4140585632
173	0.4136841736
174	0.4133962097
175	0.413019165
176	0.4125234375
177	0.4119785767
178	0.4114455261
179	0.4110413513
180	0.4106489258
181	0.4102374878
182	0.4099627686
183	0.409572052
184	0.409241394
185	0.4089289551
186	0.4082692261
187	0.4077412109
188	0.4070630493
189	0.4067352295
190	0.406319458
191	0.4060305481
192	0.4056011963
193	0.4051954651
194	0.4048190613
195	0.404307312
196	0.4033135376
197	0.4029969482
198	0.4025076294
199	0.4021791077
200	0.4018338318
201	0.4013661804
202	0.4007844849
203	0.4002879639
204	0.3997540894
205	0.3993365479
206	0.3990049744
207	0.3983686523
208	0.3981668091
209	0.3976187134
210	0.3972429504
211	0.396885437
212	0.396467041
213	0.3962595215
214	0.3956651001
215	0.3952441101
216	0.3948381348
217	0.3944884644
218	0.3940185547
219	0.3934919434
220	0.3931417847
221	0.3928640747
222	0.3925690002
223	0.3921764832
224	0.3919150085
225	0.3915817871
226	0.3912846069
227	0.3909156799
228	0.3905108337
229	0.3899696045
230	0.389644928
231	0.3889833984
232	0.3887542114
233	0.3881961975
234	0.3879351501
235	0.3876364441
236	0.3869744263
237	0.3866940002
238	0.3861302795
239	0.3859002686
240	0.3854039612
241	0.3849230347
242	0.3846452026
243	0.3841918945
244	0.383907074
245	0.3836217346
246	0.3834905396
247	0.3831229858
248	0.3828613586
249	0.3825500793
250	0.3821193542
251	0.3817975464
252	0.3814902039
253	0.3812451172
254	0.3809923706
255	0.3807766113
256	0.3804049072
257	0.3800114136
258	0.3795427856
259	0.3792565918
260	0.3786897278
261	0.3783956909
262	0.3780696411
263	0.377740448
264	0.3774216309
265	0.3771636353
266	0.3768536682
267	0.3766256409
268	0.3763883362
269	0.3760915527
270	0.3757365112
271	0.375237915
272	0.374902832
273	0.3747269287
274	0.3745139465
275	0.3741031799
276	0.3737880859
277	0.3734756165
278	0.3731096191
279	0.3727666626
280	0.372428833
281	0.3722244568
282	0.3719092712
283	0.3716306763
284	0.3712319336
285	0.3709584961
286	0.3705757446
287	0.370305542
288	0.3700933228
289	0.3697011108
290	0.369338623
291	0.3691092224
292	0.3688652344
293	0.3686695557
294	0.3684934082
295	0.368340332
296	0.3681329956
297	0.3678172607
298	0.3674866333
299	0.3671964722
300	0.366992981
301	0.3665342712
302	0.3662047729
303	0.3658577271
304	0.3655324707
305	0.3651309204
306	0.3648773193
307	0.3645901184
308	0.3640319214
309	0.3634937134
310	0.3632163086
311	0.3628873901
312	0.3626203003
313	0.3623262939
314	0.3620310059
315	0.3617520142
316	0.3614834595
317	0.3611272583
318	0.3608320007
319	0.3604220886
320	0.3601530762
321	0.3598703613
322	0.3596696167
323	0.3592214355
324	0.3589275818
325	0.3586711121
326	0.3583824768
327	0.3580889587
328	0.3577798462
329	0.357493103
330	0.3572394714
331	0.3569508057
332	0.3567658997
333	0.356574646
334	0.3563126831
335	0.3561453552
336	0.3559097595
337	0.355407196
338	0.3550646362
339	0.3548717957
340	0.3545837402
341	0.3544017944
342	0.3541619263
343	0.3540487671
344	0.353754303
345	0.3536132202
346	0.3533253174
347	0.353119751
348	0.352684082
349	0.3524829407
350	0.3521878662
351	0.3520256958
352	0.3517232361
353	0.3513664246
354	0.351111145
355	0.3507726746
356	0.3505004883
357	0.3502307739
358	0.3499149475
359	0.3494304504
360	0.3491505127
361	0.3488370361
362	0.3485202026
363	0.3482796631
364	0.3479640503
365	0.3477355042
366	0.347411499
367	0.34698526
368	0.3467566833
369	0.3464642944
370	0.3462183228
371	0.3458988037
372	0.3456814575
373	0.3454780884
374	0.3451937866
375	0.3449251709
376	0.3447183838
377	0.3445227356
378	0.3442998962
379	0.3439666748
380	0.3435315552
381	0.3432367554
382	0.342971283
383	0.3427021484
384	0.3424160767
385	0.3420477905
386	0.3418311157
387	0.3414812622
388	0.3412719727
389	0.340933075
390	0.3406947632
391	0.340416626
392	0.3401109009
393	0.3398529968
394	0.3395655823
395	0.3392734985
396	0.3390690918
397	0.3388182983
398	0.3386499939
399	0.3384725342
400	0.3383012695
401	0.3379927673
402	0.3377053833
403	0.3375153809
404	0.3371365051
405	0.3368290405
406	0.3365430298
407	0.3359581299
408	0.3354099731
409	0.3352059021
410	0.3348425903
411	0.3346437988
412	0.3342934265
413	0.3340315552
414	0.3336897888
415	0.3335140076
416	0.3332822266
417	0.3330112305
418	0.3327796021
419	0.3323826904
420	0.3320028687
421	0.3317231445
422	0.3315288696
423	0.3314099426
424	0.3311531677
425	0.3309564209
426	0.3306656189
427	0.3302406006
428	0.3299302979
429	0.3297072144
430	0.3294994507
431	0.3292391052
432	0.3289006653
433	0.3286298218
434	0.3284151001
435	0.3279992676
436	0.3278428345
437	0.3275274048
438	0.3272679443
439	0.3270181885
440	0.3266641846
441	0.3263545837
442	0.3260430603
443	0.3257730713
444	0.3255425415
445	0.3252592163
446	0.3251400757
447	0.3249397888
448	0.324606781
449	0.3243233337
450	0.3240966187
451	0.3235438232
452	0.323305603
453	0.323074646
454	0.3228602905
455	0.322700592
456	0.322449707
457	0.3221618652
458	0.3218685608
459	0.3216342773
460	0.3213250122
461	0.3207678833
462	0.3203846436
463	0.3201420288
464	0.3198151855
465	0.319599884
466	0.3193891602
467	0.3191592407
468	0.318979126
469	0.3188154297
470	0.3185358887
471	0.3181813354
472	0.3179419556
473	0.3176722107
474	0.317405426
475	0.3169588623
476	0.3167081909
477	0.3164053955
478	0.3162672729
479	0.3159526672
480	0.3156698303
481	0.3154381104
482	0.3151101685
483	0.3148704224
484	0.3146798706
485	0.3143387756
486	0.314018219
487	0.3137806091
488	0.3135016785
489	0.3132093506
490	0.3130297546
491	0.3128054199
492	0.3126529846
493	0.3124741821
494	0.3122141418
495	0.3120009766
496	0.3118710937
497	0.3115640259
498	0.3112731934
499	0.3110136719
500	0.3107337341
501	0.3105131226
502	0.3104055176
503	0.3102772522
504	0.3101341248
505	0.3099808044
506	0.3097698364
507	0.3095334778
508	0.3093104858
509	0.3090683289
510	0.308762085
511	0.3085012512
512	0.3082710876
513	0.3080041809
514	0.3078052979
515	0.3075950317
516	0.3072622681
517	0.3070401917
518	0.3068069458
519	0.3065523682
520	0.3063653259
521	0.3060474243
522	0.3057902222
523	0.3056282959
524	0.3053960571
525	0.3052420654
526	0.3049457397
527	0.3046992188
528	0.304481781
529	0.3042908325
530	0.3040704041
531	0.3038212891
532	0.3035813904
533	0.3032949219
534	0.3031734924
535	0.3028639832
536	0.3027258911
537	0.3024232178
538	0.3021885376
539	0.3019884644
540	0.3017330933
541	0.3016018677
542	0.3014330444
543	0.3012783813
544	0.3010462036
545	0.3009220581
546	0.3007228394
547	0.3005426636
548	0.3003591614
549	0.3001318665
550	0.2999613953
551	0.299876709
552	0.2996219482
553	0.2994318237
554	0.2992301636
555	0.2991058655
556	0.2988181763
557	0.2986630859
558	0.2985338135
559	0.2982567139
560	0.29802005
561	0.2977420654
562	0.2974930725
563	0.2972684937
564	0.297086853
565	0.2969365234
566	0.2967869873
567	0.2965357666
568	0.2963209534
569	0.2961517944
570	0.2959794922
571	0.2957451782
572	0.2955847473
573	0.2954376221
574	0.2952471313
575	0.2950181885
576	0.2947974243
577	0.2945826721
578	0.2944368896
579	0.2942032471
580	0.2939966431
581	0.293784668
582	0.2935210571
583	0.2933413086
584	0.2931499023
585	0.2929442444
586	0.2926317139
587	0.2924762573
588	0.2922910156
589	0.292145752
590	0.2919674683
591	0.2917921753
592	0.2915073242
593	0.2913521729
594	0.2911868896
595	0.2910119934
596	0.2909083557
597	0.2907072144
598	0.2904856567
599	0.2902606201
600	0.2900856323
601	0.2897615967
602	0.2895587769
603	0.2893962097
604	0.2891376343
605	0.2889736633
606	0.2888193665
607	0.288616272
608	0.2884321899
609	0.2882505493
610	0.2880554199
611	0.2878040161
612	0.2875379639
613	0.2873609924
614	0.2870720215
615	0.2869159241
616	0.2866411133
617	0.2864336243
618	0.2863205566
619	0.286112854
620	0.2858918457
621	0.2857024536
622	0.285505127
623	0.285295105
624	0.2850992432
625	0.2849364014
626	0.2846799011
627	0.2845174255
628	0.2843804932
629	0.2841203003
630	0.2840028381
631	0.283815155
632	0.2836499023
633	0.2834241028
634	0.2832557373
635	0.2831260681
636	0.2829925537
637	0.2828324585
638	0.2826714172
639	0.2825585327
640	0.2823510132
641	0.2821221008
642	0.2819890747
643	0.2818421326
644	0.2816422729
645	0.2815027771
646	0.2813274536
647	0.281038269
648	0.2808391113
649	0.2806513672
650	0.2804549255
651	0.2803303528
652	0.2801464844
653	0.2799371338
654	0.2797544556
655	0.27954776
656	0.2793859863
657	0.2791882019
658	0.2790223389
659	0.2788748474
660	0.2785912781
661	0.2784587097
662	0.2782566223
663	0.2780587769
664	0.277884613
665	0.2776923218
666	0.277553833
667	0.2773824463
668	0.2771763306
669	0.2770246887
670	0.2769018555
671	0.2767748108
672	0.2766116943
673	0.2764785156
674	0.276302124
675	0.2762065125
676	0.2760501404
677	0.2758631897
678	0.2756898499
679	0.2755546265
680	0.2753778687
681	0.2751881714
682	0.2750114136
683	0.2748540039
684	0.274699585
685	0.2745665283
686	0.2744222717
687	0.274242218
688	0.2741038208
689	0.2739187927
690	0.2737951965
691	0.2736734619
692	0.2735119019
693	0.2733626099
694	0.2732318115
695	0.2730642395
696	0.2729559326
697	0.272791626
698	0.27260849
699	0.2724563599
700	0.2723045349
701	0.2721193237
702	0.2719830933
703	0.2718496094
704	0.2715946045
705	0.2713879395
706	0.2712229309
707	0.2710561829
708	0.2709070129
709	0.2707518921
710	0.2705694275
711	0.2704012451
712	0.2702958069
713	0.270123291
714	0.2699049988
715	0.269753418
716	0.2696686707
717	0.2695318298
718	0.2693879089
719	0.2692898865
720	0.2691192627
721	0.2689277954
722	0.2687321472
723	0.2684680176
724	0.268264801
725	0.2680747375
726	0.2679135132
727	0.2677485657
728	0.2676199951
729	0.2674740906
730	0.2672468262
731	0.26706604
732	0.2669187012
733	0.2667815552
734	0.266647644
735	0.2664926147
736	0.2663507996
737	0.2661890259
738	0.2660531921
739	0.265866333
740	0.2657453308
741	0.2655872803
742	0.2654604187
743	0.2653328247
744	0.2652172852
745	0.2650792847
746	0.2649428711
747	0.2648233643
748	0.2646891785
749	0.2645672302
750	0.2643927612
751	0.2642515259
752	0.2640729675
753	0.2639327393
754	0.2637717896
755	0.2636444702
756	0.2634226685
757	0.2631430054
758	0.2629731445
759	0.2628605957
760	0.2627032776
761	0.2625913086
762	0.2623825989
763	0.2622572937
764	0.2621225586
765	0.2620148926
766	0.2618300781
767	0.2616431274
768	0.261484436
769	0.2613531189
770	0.2612686768
771	0.2611391907
772	0.2609584961
773	0.2607134094
774	0.2605461731
775	0.2604355469
776	0.2602792664
777	0.2601311035
778	0.2599639282
779	0.2598569641
780	0.2597260132
781	0.2593922119
782	0.2592810669
783	0.2591091309
784	0.2589425049
785	0.2588078003
786	0.258602417
787	0.2584633789
788	0.2583170776
789	0.2581609497
790	0.2580040283
791	0.2578852234
792	0.2577096558
793	0.2576012573
794	0.2574827271
795	0.2573587036
796	0.2572320251
797	0.2570241699
798	0.2568677979
799	0.256724884
800	0.2566011658
801	0.2564520264
802	0.2563710938
803	0.2562608643
804	0.2561865845
805	0.25605896
806	0.2558817596
807	0.2556985931
808	0.2555532532
809	0.2554414978
810	0.255244873
811	0.2551036377
812	0.2549337921
813	0.2548267517
814	0.2546917877
815	0.254517395
816	0.2543977203
817	0.2543047485
818	0.2542007751
819	0.2540614166
820	0.2539622192
821	0.2538335571
822	0.2537102661
823	0.2535553131
824	0.2534052124
825	0.2533125763
826	0.2532124329
827	0.2530753021
828	0.2529329681
829	0.2528250732
830	0.2526745605
831	0.2525064392
832	0.2523738403
833	0.2522753601
834	0.2521470642
835	0.2520508881
836	0.2519381104
837	0.2517731781
838	0.2515770721
839	0.2514659882
840	0.2512168427
841	0.251026886
842	0.2508671265
843	0.2507074127
844	0.2505434723
845	0.2504402313
846	0.2503399353
847	0.2501958618
848	0.2500350342
849	0.2499458313
850	0.2497981262
851	0.2495778809
852	0.2494486694
853	0.2493211365
854	0.2491789703
855	0.2489999542
856	0.2488542633
857	0.2486481171
858	0.2484746094
859	0.2484148712
860	0.2482638855
861	0.2481868134
862	0.2480221558
863	0.2478729401
864	0.2477466125
865	0.2476204529
866	0.2475151367
867	0.2473674774
868	0.2472459412
869	0.2471380157
870	0.2470024109
871	0.2468282928
872	0.2466672058
873	0.24653685
874	0.2464314117
875	0.2463126678
876	0.2461499634
877	0.2459848022
878	0.2458543701
879	0.245756485
880	0.2456839142
881	0.2455477753
882	0.2454119568
883	0.2453207092
884	0.2451789246
885	0.2450491638
886	0.2449309082
887	0.2448713837
888	0.2447921295
889	0.2446885986
890	0.2445721741
891	0.244405365
892	0.2441783295
893	0.2440957642
894	0.2439742126
895	0.2438400879
896	0.2436805725
897	0.2435707703
898	0.2434707642
899	0.2433384247
900	0.2432014923
901	0.2430770569
902	0.2429393616
903	0.2428072357
904	0.2426494598
905	0.2424946442
906	0.2423954468
907	0.242287323
908	0.242110611
909	0.242035675
910	0.2419433899
911	0.2418511963
912	0.241776474
913	0.2416720276
914	0.2415040283
915	0.2413364868
916	0.2411732635
917	0.2410569153
918	0.2409325104
919	0.2408366394
920	0.2406776123
921	0.2405647583
922	0.2404103394
923	0.2402971802
924	0.2401748199
925	0.2400662842
926	0.2399851074
927	0.2398707428
928	0.2397655334
929	0.2396268921
930	0.2395072784
931	0.2393777924
932	0.2392628784
933	0.2390732574
934	0.2389522705
935	0.2388574371
936	0.2387243652
937	0.2386089172
938	0.2384717255
939	0.2383226929
940	0.2382425385
941	0.238066391
942	0.2379682617
943	0.2378253174
944	0.2377057648
945	0.2375604858
946	0.2374013367
947	0.2372397156
948	0.2371144104
949	0.2370157318
950	0.236881897
951	0.2367711945
952	0.2366618652
953	0.2365432434
954	0.2364489594
955	0.2363639221
956	0.236223587
957	0.2361147156
958	0.236001709
959	0.2358453979
960	0.2357332611
961	0.2356411438
962	0.2355260162
963	0.2353869629
964	0.2352696381
965	0.2351637268
966	0.2350405121
967	0.2349459534
968	0.2347316437
969	0.2345938416
970	0.2345229187
971	0.2343442383
972	0.2342304993
973	0.2339855957
974	0.233817215
975	0.2337449799
976	0.2336087799
977	0.2335108948
978	0.2333791199
979	0.2332818756
980	0.2331771088
981	0.2330414581
982	0.2329304352
983	0.2328317871
984	0.2326504211
985	0.2325450134
986	0.2324594116
987	0.2323216095
988	0.2321569672
989	0.2320311584
990	0.2318685913
991	0.2317988892
992	0.2317342834
993	0.2316417084
994	0.2315241089
995	0.2314385681
996	0.2312933197
997	0.2312013855
998	0.2311012115
999	0.231003067
